Gene,mean_logFC_expr,adjP_expr,mean_logFC_bind,P_Value_bind
DNTT,1.1086286,0.04314,-2.055083246445933,0.0083852349729079
ERCC8,1.3663318,0.03572,1.598149918204286,0.0446639280477828
NUDT16L1,-1.0858785,0.0206,1.239225534133789,0.0493716223365334
POLN,1.1993435,0.01629,0.2355921807158685,0.0010049034213625
