Gene,log2FoldChange,pvalue,padj,baseMean
MAD2L1,1.1679169761459003,,,7.890962833333333
BUB1,1.1665489952687649,,,6.4030105
NASP,1.1631146280066946,,,6.633136666666668
MASTL,1.1607892041075853,,,5.425449166666667
RBBP8,1.160727772997322,,,5.6778518333333325
BRCA2,1.1551809138877203,,,6.374958833333333
ASF1B,1.1435348729379193,,,6.627388166666666
SGOL2,1.142735140969712,,,6.713669833333333
8430426H19RIK///6720489N17RIK///EG630579///6720457D02RIK///380850,1.1420504800772915,,,5.950493833333333
F630043A04RIK,1.119678614060188,,,5.601976333333333
HAT1,1.117264696357564,,,7.272171166666666
DUT,1.1062972580524906,,,6.972149833333333
CENPQ,1.1016452357301667,,,5.244225999999999
SMC2,1.0935163673253823,,,6.705630499999999
TOP2A,1.0934998034524916,,,7.016490999999999
DNAJC9,1.0931631437808647,,,7.122832499999999
EG432879,1.08557231757555,,,6.092116166666667
HIST1H1B,1.0810523552701712,,,7.9007785
KIF11,1.080552475787133,,,7.138586166666666
ECT2,1.0695307376063319,,,7.226244333333334
KIF20A,1.0681942127023087,,,6.2690785
SMC4,1.059745181793469,,,6.920738833333332
TOPBP1,1.0545937346311804,,,7.770731000000001
CDC2A,1.0495559129095622,,,7.082778666666666
DNMT1,1.048782673801455,,,8.660626
RPA2,1.047114451930726,,,6.947875833333334
RFC3,1.0460582216816094,,,6.5157568333333336
PRIM2,1.0432449617852675,,,7.418589833333333
HIST1H2BK///HIST1H2BM///HIST1H2BN///LOC665622///HIST1H2BH///HIST1H2BJ///HIST1H2BF///HIST1H2BL,1.0367127686684554,,,10.721990666666668
C79407,1.031030735639974,,,5.5606005
HMGB2,1.0299682413681561,,,6.653374833333334
NCAPG,1.0240718321219568,,,5.4240415
RFC4,1.0237306358077765,,,6.659582166666667
RAD51C,1.0227167876024836,,,5.9977255000000005
1110001A07RIK,1.0193939168757211,,,8.790479666666668
PRDX4,1.015960790243715,,,5.591812666666666
CASP8AP2,1.01495938430964,,,6.448811333333334
CASP7,1.0127706009221689,,,6.4679986666666665
ATM,1.0127354944665001,,,6.842855166666666
USP1,1.0118491130668124,,,6.895763166666666
POLA1,1.0096294484560346,,,6.484435333333333
NUF2,1.0014246790247938,,,6.008012666666667
RP23-38E20.1///HIST1H2BK///HIST1H2BM///HIST1H2BE///HIST1H2BN///HIST1H2BG///LOC665622///HIST1H2BH///HIST1H2BJ///HIST1H2BB///HIST1H2BF///HIST1H2BC///HIST1H2BL,0.9974477803260643,,,10.782513333333332
RACGAP1,0.9946860127128727,,,6.947589000000001
RPA1,0.9937241352293548,,,6.982974666666667
OTTMUSG00000005773,0.9887315792788051,,,7.440552833333334
6230416J20RIK,0.986592384839954,,,5.983618166666666
MBOAT1,0.9850897138046596,,,6.284154000000001
CDC7,0.9843516460894607,,,6.274247166666668
FEN1,0.9786535577486773,,,5.7527905
CDCA7L,0.9762866410585306,,,6.294305833333333
CDCA7,0.9758891365203781,,,7.422404
PRR11,0.9745785761909839,,,6.624071833333333
PRC1,0.9722226815805817,,,6.061554166666666
KIF20B,0.968923495202945,,,5.004546833333333
OTTMUSG00000019690,0.9667228898208191,,,3.9793455000000004
PBK,0.963676013169512,,,5.806510333333333
ARL6IP6,0.9612053121277032,,,6.862485500000001
FBLN7,0.9590038769701595,,,6.315352833333333
RIF1,0.9575637044132221,,,6.647984166666666
PLK4,0.9552195721246287,,,6.782961833333334
ULK4,0.9536246292828314,,,6.143471000000001
THEX1,0.9534111217300556,,,7.681476666666666
FBXO48,0.9522695197263595,,,4.65307
CENPE,0.9478956981496652,,,5.8253995
CENPH,0.9455780399877313,,,4.861787
BC039210,0.9446677726269858,,,6.328037500000001
CKAP2L,0.9387959997376547,,,6.349276166666667
DIAP3,0.9376263493237251,,,5.862953833333333
KIF23,0.9365537443963957,,,6.358464833333334
MTBP,0.935264961396375,,,5.470017666666666
4930422G04RIK,0.930076857783495,,,6.090828166666667
ARHGAP11A,0.9281713168746598,,,6.226615
4632419I22RIK,0.9268763105929093,,,7.880627166666667
PRPS2,0.9157923198683003,,,7.551614833333333
EG625534,0.9149438603200704,,,6.121669666666667
KIF4,0.914842779903212,,,5.7554636666666665
CCNF,0.9137877082098054,,,6.7660335
CENPN,0.9120354870461164,,,6.456863666666667
UMPS,0.9100427659631806,,,7.277088833333333
MTHFD2,0.8992828423319759,,,7.137139
USP37,0.899233259774813,,,6.527939833333334
RAD51AP1,0.8974529605332635,,,5.7980963333333335
2310022K01RIK,0.8889450416457568,,,5.847519833333333
D030028M11RIK,0.8889403672296381,,,6.2679285
GINS3,0.8884896044667856,,,5.793975333333333
TMPO,0.8845947171681361,,,7.4034045
KLF10,0.8830908706399895,,,6.588786
BARD1,0.8791102964832622,,,6.34384
TNFSF9,0.8775733933337837,,,5.839694833333333
SYT2,0.8750944038080071,,,6.227250166666667
DBF4,0.8749996960368359,,,5.921789333333333
DOCK11,0.8741303595826543,,,7.319651166666667
CHAF1A,0.8679746440877635,,,6.35532
CDK2,0.8661043541806384,,,6.252301833333333
UNG,0.8621716529646919,,,5.909480666666666
MDC1,0.8591858287758999,,,6.7642825
CENPM,0.8581079467053829,,,7.268769333333332
ENPP4,0.8519671054653557,,,6.678842333333333
